dt2,Pd2,,,,,,,,Pd_hydro2,,,,,,,,sensorselev,,,,,,,,dtSliceW1,dtSlice_indexW1,dtSliceW2,dtSlice_indexW2,dtSliceW3,dtSlice_indexW3,dtSliceW4,dtSlice_indexW4,dPddz2,,,,,,,dPddt2,Pe,,,,,,,,dPddzcrit
'11/09/2021 02:33:18.60',1.2134,1.2861,1.3275,1.386,1.4276,1.563,1.7305,1.8802,1.157,1.257,1.32,1.3825,1.445,1.545,1.698,1.851,,,,,,,,,,,,,,,,,0.82776,0.34629,1.586,0.71595,1.0465,1.129,1.0669,0.060661,0.056389324,0.029036553,0.007436471,0.0035,-0.017409269,0.018007189,0.032511374,0.029142306,
'11/09/2021 02:33:18.65',1.2138,1.2929,1.3257,1.3853,1.4344,1.5687,1.7374,1.8867,1.1563,1.2563,1.3193,1.3818,1.4443,1.5443,1.6973,1.8503,,,,,,,,,,,,,,,,,0.8924,0.20786,1.6035,0.83529,1.0356,1.1368,1.0647,0.066535,0.05748328,0.036594794,0.006342515,0.0035,-0.009950479,0.024372023,0.040069614,0.03635247,
'11/09/2021 02:33:18.71',1.2247,1.3031,1.3389,1.3946,1.4427,1.5763,1.7461,1.8957,1.1656,1.2656,1.3286,1.3911,1.4536,1.5536,1.7066,1.8596,,,,,,,,,,,,,,,,,0.88544,0.25718,1.5399,0.82097,1.0276,1.1446,1.0666,0.091504,0.059074489,0.037489849,0.010320537,0.0035,-0.010845533,0.022681364,0.039572362,0.036153569,
'11/09/2021 02:33:18.77',1.2363,1.3119,1.3435,1.4033,1.4546,1.5856,1.757,1.9084,1.1743,1.2743,1.3373,1.3998,1.4623,1.5623,1.7153,1.8683,,,,,,,,,,,,,,,,,0.85759,0.18876,1.6067,0.8703,1.0028,1.1543,1.0783,0.14977,0.061958554,0.037589299,0.006143614,0.0035,-0.007762567,0.023278067,0.041660823,0.040032139,
'11/09/2021 02:33:18.82',1.2487,1.3236,1.3511,1.4174,1.4685,1.6011,1.7729,1.9238,1.1884,1.2884,1.3514,1.4139,1.4764,1.5764,1.7294,1.8824,,,,,,,,,,,,,,,,,0.84963,0.12511,1.7086,0.86871,1.0187,1.1569,1.075,0.24788,0.060367346,0.035202487,-0.00022122,0.0035,-0.007862017,0.024769825,0.043550383,0.041424447,
'11/09/2021 02:33:18.88',1.258,1.3377,1.3746,1.435,1.4839,1.6175,1.7887,1.9419,1.206,1.306,1.369,1.4315,1.494,1.594,1.747,1.9,,,,,,,,,,,,,,,,,0.89836,0.27469,1.6147,0.8337,1.0286,1.1531,1.09,0.38107,0.052013501,0.031721718,0.005646362,0.0035,-0.010049929,0.023576419,0.041760274,0.0419217,
'11/09/2021 02:33:18.94',1.2811,1.3597,1.3946,1.4563,1.5129,1.6442,1.8161,1.969,1.2273,1.3273,1.3903,1.4528,1.5153,1.6153,1.7683,1.9213,,,,,,,,,,,,,,,,,0.88643,0.24286,1.6369,0.95622,1.0048,1.1576,1.0887,0.53353,0.05380361,0.032318421,0.004254054,0.0035,-0.002392238,0.028847297,0.047727306,0.047689831,
'11/09/2021 02:33:18.99',1.3072,1.3868,1.4349,1.4845,1.5456,1.6755,1.8451,2.0057,1.2555,1.3555,1.4185,1.481,1.5435,1.6435,1.7965,1.9495,,,,,,,,,,,,,,,,,0.89737,0.4529,1.4428,1.0278,0.99183,1.1427,1.1383,0.68273,0.051715149,0.031323916,0.01638702,0.0035,0.002083036,0.032029714,0.048622361,0.056192851,
'11/09/2021 02:33:19.05',1.3554,1.4297,1.4783,1.5292,1.5904,1.7225,1.8911,2.0423,1.3002,1.4002,1.4632,1.5257,1.5882,1.6882,1.8412,1.9942,,,,,,,,,,,,,,,,,0.84367,0.46245,1.4635,1.0294,1.0137,1.1362,1.077,0.80639,0.055195918,0.029434356,0.015094163,0.0035,0.002182487,0.034317077,0.049915217,0.048087633,
'11/09/2021 02:33:19.11',1.4095,1.4823,1.5367,1.5772,1.6533,1.781,1.9426,2.0912,1.3482,1.4482,1.5112,1.5737,1.6362,1.7362,1.8892,2.0422,,,,,,,,,,,,,,,,,0.82875,0.55474,1.2964,1.2681,0.96995,1.0901,1.0601,0.88953,0.061361851,0.034108531,0.025536469,0.0035,0.017100067,0.044858834,0.053395986,0.048982688,
'11/09/2021 02:33:19.16',1.4711,1.5398,1.5989,1.6408,1.7126,1.8447,1.9975,2.1434,1.4118,1.5118,1.5748,1.6373,1.6998,1.7998,1.9528,2.1058,,,,,,,,,,,,,,,,,0.78797,0.62953,1.3203,1.1997,1.0127,1.033,1.0426,0.92908,0.05927339,0.027942597,0.024044711,0.0035,0.012823694,0.044858834,0.044644339,0.037545876,
'11/09/2021 02:33:19.22',1.5226,1.5887,1.6494,1.6924,1.7643,1.896,2.0481,2.189,1.4634,1.5634,1.6264,1.6889,1.7514,1.8514,2.0044,2.1574,,,,,,,,,,,,,,,,,0.76212,0.65499,1.3378,1.1997,1.0097,1.0284,1.0101,0.93409,0.059173939,0.025257433,0.022950755,0.0035,0.012823694,0.044560482,0.043649834,0.031578844,
'11/09/2021 02:33:19.28',1.5843,1.6488,1.7123,1.7516,1.8308,1.9595,2.1007,2.2396,1.5226,1.6226,1.6856,1.7481,1.8106,1.9106,2.0636,2.2166,,,,,,,,,,,,,,,,,0.74621,0.70113,1.2773,1.3174,0.9799,0.95701,0.99714,0.92162,0.061660202,0.026152488,0.026729875,0.0035,0.020183034,0.048936306,0.037086098,0.023026098,
'11/09/2021 02:33:19.33',1.6247,1.6934,1.7645,1.792,1.8736,2.0089,2.1466,2.2846,1.563,1.663,1.726,1.7885,1.851,1.951,2.104,2.257,,,,,,,,,,,,,,,,,0.78797,0.82206,1.088,1.3556,1.0455,0.93493,0.99065,0.90977,0.061759653,0.030428861,0.038564489,0.0035,0.022569847,0.057886854,0.042655328,0.027600822,
'11/09/2021 02:33:19.39',1.676,1.7475,1.8239,1.846,1.9301,2.0653,2.1986,2.3313,1.617,1.717,1.78,1.8425,1.905,2.005,2.158,2.311,,,,,,,,,,,,,,,,,0.81682,0.9064,1.0021,1.397,1.0435,0.90637,0.95624,0.91051,0.058975038,0.030528311,0.043934818,0.0035,0.025155561,0.060273667,0.040666318,0.020340933,
'11/09/2021 02:33:19.45',1.7182,1.7937,1.8723,1.8952,1.9805,2.1154,2.2457,2.3781,1.6662,1.7662,1.8292,1.8917,1.9542,2.0542,2.2072,2.3602,,,,,,,,,,,,,,,,,0.8556,0.9414,1.0164,1.4145,1.0416,0.88625,0.9543,0.925,0.052013501,0.027445345,0.043039763,0.0035,0.026249517,0.061168721,0.038478406,0.01785467,
'11/09/2021 02:33:19.50',1.77,1.8486,1.9269,1.9457,2.0325,2.1716,2.2961,2.4242,1.7167,1.8167,1.8797,1.9422,2.0047,2.1047,2.2577,2.4107,,,,,,,,,,,,,,,,,0.88643,0.93822,0.94955,1.4384,1.0833,0.8486,0.92638,0.9433,0.053306357,0.031821168,0.047216686,0.0035,0.027741275,0.066837402,0.038378955,0.013478846,
'11/09/2021 02:33:19.56',1.8308,1.9076,1.9867,2.0007,2.0936,2.2359,2.3491,2.4749,1.7717,1.8717,1.9347,1.9972,2.0597,2.1597,2.3127,2.4657,,,,,,,,,,,,,,,,,0.86952,0.94936,0.87317,1.537,1.1151,0.77459,0.91145,0.9483,0.059074489,0.03589864,0.051990311,0.0035,0.033907208,0.076185752,0.036389945,0.009202473,
'11/09/2021 02:33:19.62',1.8852,1.9696,2.0465,2.0621,2.1631,2.3007,2.4084,2.5277,1.8331,1.9331,1.9961,2.0586,2.1211,2.2211,2.3741,2.5271,,,,,,,,,,,,,,,,,0.94511,0.91435,0.89863,1.6659,1.0684,0.73889,0.86926,0.9226,0.052112951,0.036495344,0.050399103,0.0035,0.041962701,0.079567071,0.034301483,0.000649727,
'11/09/2021 02:33:19.67',1.9353,2.0223,2.103,2.1166,2.2206,2.3547,2.4556,2.5732,1.8876,1.9876,2.0506,2.1131,2.1756,2.2756,2.4286,2.5816,,,,,,,,,,,,,,,,,0.97096,0.97482,0.8668,1.7152,1.0326,0.69475,0.85757,0.85532,0.047737127,0.034705234,0.052388113,0.0035,0.045045668,0.079069818,0.027041594,-0.008400272,
'11/09/2021 02:33:19.73',1.9834,2.0607,2.1501,2.1615,2.2657,2.4043,2.4968,2.6108,1.9325,2.0325,2.0955,2.158,2.2205,2.3205,2.4735,2.6265,,,,,,,,,,,,,,,,,0.8745,1.1148,0.8318,1.7168,1.0784,0.63957,0.8342,0.74663,0.050820094,0.028141499,0.054576025,0.0035,0.045145118,0.083743993,0.023262474,-0.015759611,
'11/09/2021 02:33:19.78',2.0165,2.096,2.1858,2.1977,2.2962,2.4495,2.5274,2.6395,1.9687,2.0687,2.1317,2.1942,2.2567,2.3567,2.5097,2.6627,,,,,,,,,,,,,,,,,0.89638,1.1212,0.83975,1.6261,1.2255,0.54414,0.82154,0.608,0.047737127,0.027246444,0.054078773,0.0035,0.039476438,0.092793992,0.017693244,-0.023268127,
'11/09/2021 02:33:19.84',2.0396,2.1257,2.2133,2.2279,2.3264,2.4838,2.558,2.6682,1.9989,2.0989,2.1619,2.2244,2.2869,2.3869,2.5399,2.6929,,,,,,,,,,,,,,,,,0.96201,1.0846,0.88272,1.6277,1.2663,0.51947,0.80953,0.45855,0.04077559,0.026848642,0.051393608,0.0035,0.039575888,0.096970914,0.018091046,-0.024710159,
'11/09/2021 02:33:19.90',2.0573,2.1451,2.223,2.2414,2.3452,2.5029,2.5723,2.6819,2.0124,2.1124,2.1754,2.2379,2.3004,2.4004,2.5534,2.7064,,,,,,,,,,,,,,,,,0.97991,0.93026,0.94318,1.712,1.2693,0.48832,0.80564,0.31873,0.044853062,0.032716223,0.047614488,0.0035,0.044846767,0.102540144,0.01888665,-0.024511258,
'11/09/2021 02:33:19.96',2.082,2.1673,2.2444,2.26,2.3665,2.526,2.5932,2.6999,2.031,2.131,2.194,2.2565,2.319,2.419,2.572,2.725,,,,,,,,,,,,,,,,,0.95406,0.91753,0.89863,1.755,1.2872,0.47403,0.78681,0.20399,0.051018995,0.036296442,0.050399103,0.0035,0.047531931,0.107015418,0.021174013,-0.025107962,
'11/09/2021 02:33:20.01',2.0906,2.1752,2.2588,2.275,2.3788,2.5413,2.6062,2.7112,2.046,2.146,2.209,2.2715,2.334,2.434,2.587,2.74,,,,,,,,,,,,,,,,,0.94809,1.021,0.90818,1.7105,1.318,0.4591,0.77578,0.12065,0.04455471,0.029235454,0.0498024,0.0035,0.044747316,0.10731377,0.019185002,-0.028787631,
'11/09/2021 02:33:20.07',2.0936,2.1802,2.253,2.275,2.379,2.5452,2.6102,2.7152,2.046,2.146,2.209,2.2715,2.334,2.434,2.587,2.74,,,,,,,,,,,,,,,,,0.96699,0.84911,1.0005,1.7136,1.3548,0.45975,0.77578,0.06541,0.047637677,0.034207981,0.044034268,0.0035,0.044946217,0.111192341,0.023163023,-0.02480961,
'11/09/2021 02:33:20.13',2.1037,2.1929,2.268,2.2834,2.3842,2.5489,2.6198,2.7247,2.0544,2.1544,2.2174,2.2799,2.3424,2.4424,2.5954,2.7484,,,,,,,,,,,,,,,,,0.99284,0.88571,0.89545,1.6643,1.3389,0.4987,0.77448,0.028217,0.049328336,0.038484354,0.050598004,0.0035,0.041863251,0.106518166,0.02445588,-0.023715654,
'11/09/2021 02:33:20.18',2.1011,2.19,2.2674,2.2828,2.3815,2.5551,2.6152,2.725,2.0538,2.1538,2.2168,2.2793,2.3418,2.4418,2.5948,2.7478,,,,,,,,,,,,,,,,,0.98986,0.92231,0.89545,1.6309,1.4284,0.42794,0.80661,-0.0028181,0.047339325,0.036196992,0.050598004,0.0035,0.039774789,0.113380253,0.020477859,-0.022770874,
'11/09/2021 02:33:20.24',2.1067,2.1814,2.258,2.2858,2.3884,2.5525,2.6154,2.7253,2.0568,2.1568,2.2198,2.2823,2.3448,2.4448,2.5978,2.7508,,,,,,,,,,,,,,,,,0.84864,0.90958,1.0928,1.693,1.3329,0.44677,0.80759,-0.036617,0.049925039,0.02466073,0.038266137,0.0035,0.04365336,0.107711572,0.017693244,-0.025406313,
'11/09/2021 02:33:20.29',2.0989,2.1754,2.2453,2.2794,2.3761,2.5375,2.6051,2.7172,2.0504,2.1504,2.2134,2.2759,2.3384,2.4384,2.5914,2.7444,,,,,,,,,,,,,,,,,0.86654,0.80138,1.1946,1.5975,1.3071,0.47663,0.82187,-0.076267,0.048532732,0.025058532,0.031901303,0.0035,0.037686328,0.099158826,0.013715222,-0.027196423,
'11/09/2021 02:33:20.35',2.0972,2.1777,2.2399,2.2723,2.3767,2.5227,2.6074,2.7148,2.0433,2.1433,2.2063,2.2688,2.3313,2.4313,2.5843,2.7373,,,,,,,,,,,,,,,,,0.90632,0.67885,1.1675,1.72,1.1529,0.58829,0.79136,-0.11899,0.053903061,0.034406882,0.033591962,0.0035,0.045344019,0.091401684,0.023063573,-0.022522248,
'11/09/2021 02:33:20.41',2.0864,2.168,2.2304,2.2605,2.3706,2.5072,2.6012,2.7091,2.0315,2.1315,2.1945,2.257,2.3195,2.4195,2.5725,2.7255,,,,,,,,,,,,,,,,,0.91726,0.68204,1.1309,1.8123,1.0585,0.64931,0.7946,-0.15859,0.054897566,0.036495344,0.035879325,0.0035,0.05111215,0.087722015,0.028732253,-0.016356314,
'11/09/2021 02:33:20.46',2.0729,2.1579,2.2231,2.2558,2.3507,2.4959,2.5936,2.7032,2.0268,2.1268,2.1898,2.2523,2.3148,2.4148,2.5678,2.7208,,,,,,,,,,,,,,,,,0.95207,0.72659,1.1723,1.5688,1.144,0.67332,0.80564,-0.18903,0.046046468,0.031125015,0.033293611,0.0035,0.035896218,0.081058829,0.025748737,-0.017649171,
'11/09/2021 02:33:20.52',2.0586,2.1454,2.2108,2.2402,2.3281,2.4801,2.5767,2.6915,2.0112,2.1112,2.1742,2.2367,2.2992,2.3992,2.5522,2.7052,,,,,,,,,,,,,,,,,0.96897,0.72977,1.1198,1.4575,1.2116,0.66618,0.84004,-0.20747,0.047438776,0.034207981,0.036575478,0.0035,0.028934681,0.080859928,0.02445588,-0.01367115,
'11/09/2021 02:33:20.58',2.0513,2.1366,2.2024,2.2349,2.3219,2.4679,2.5681,2.681,2.0059,2.1059,2.1689,2.2314,2.2939,2.3939,2.5469,2.6999,,,,,,,,,,,,,,,,,0.95406,0.73773,1.1691,1.4415,1.1529,0.68955,0.82706,-0.21543,0.045350315,0.030627762,0.033492512,0.0035,0.027940176,0.073997841,0.021174013,-0.018942028,
'11/09/2021 02:33:20.63',2.0308,2.1154,2.197,2.2187,2.305,2.4421,2.5499,2.6704,1.9897,2.0897,2.1527,2.2152,2.2777,2.3777,2.5307,2.6837,,,,,,,,,,,,,,,,,0.9471,0.98914,0.99728,1.4304,1.0634,0.73954,0.87705,-0.21785,0.041073942,0.025655235,0.04423317,0.0035,0.027244022,0.064351139,0.019185002,-0.013273348,
'11/09/2021 02:33:20.69',2.0252,2.1039,2.185,2.212,2.3016,2.4295,2.544,2.6651,1.983,2.083,2.146,2.2085,2.271,2.371,2.524,2.677,,,,,,,,,,,,,,,,,0.88842,0.98118,1.08,1.4845,0.97194,0.78303,0.88029,-0.22051,0.042267348,0.02098106,0.039061742,0.0035,0.03062534,0.058583008,0.020080057,-0.01188104,
'11/09/2021 02:33:20.75',2.0034,2.0866,2.1623,2.1939,2.2802,2.406,2.5255,2.6508,1.9649,2.0649,2.1279,2.1904,2.2529,2.3529,2.5059,2.6589,,,,,,,,,,,,,,,,,0.93317,0.89526,1.1532,1.432,0.95006,0.81614,0.90756,-0.2273,0.038587678,0.021776664,0.034487017,0.0035,0.027343472,0.053113228,0.019682255,-0.00810192,
'11/09/2021 02:33:20.80',1.9941,2.0766,2.1524,2.1831,2.262,2.3941,2.5162,2.6424,1.9541,2.0541,2.1171,2.1796,2.2421,2.3421,2.4951,2.6481,,,,,,,,,,,,,,,,,0.92621,0.89685,1.1405,1.3127,1.0137,0.83237,0.91405,-0.23848,0.039979986,0.022472818,0.035282621,0.0035,0.019884682,0.052019272,0.021074562,-0.005715107,
'11/09/2021 02:33:20.86',1.9753,2.0581,2.1325,2.164,2.2374,2.3688,2.4918,2.6265,1.935,2.035,2.098,2.1605,2.223,2.323,2.476,2.629,,,,,,,,,,,,,,,,,0.92919,0.87457,1.1532,1.2251,1.0058,0.83886,0.96923,-0.25078,0.040278337,0.023069521,0.034487017,0.0035,0.014414903,0.045753888,0.015803684,-0.00253269,
'11/09/2021 02:33:20.92',1.9663,2.0472,2.1238,2.1526,2.23,2.3542,2.4876,2.6179,1.9236,2.0236,2.0866,2.1491,2.2116,2.3116,2.4646,2.6176,,,,,,,,,,,,,,,,,0.9103,0.90958,1.1103,1.2888,0.93415,0.90637,0.94131,-0.25922,0.04266515,0.023566774,0.037172181,0.0035,0.018392924,0.042571471,0.022964122,0.000351376,
'11/09/2021 02:33:20.97',1.9526,2.0322,2.111,2.1402,2.2118,2.3362,2.4746,2.6079,1.9112,2.0112,2.0742,2.1367,2.1992,2.2992,2.4522,2.6052,,,,,,,,,,,,,,,,,0.89737,0.94459,1.115,1.1965,0.93614,0.93948,0.96014,-0.25965,0.041471744,0.02108051,0.03687383,0.0035,0.012624793,0.037002241,0.02246687,0.002738189,
'11/09/2021 02:33:21.03',1.9389,2.0209,2.095,2.1239,2.1963,2.3157,2.4694,2.5979,1.8949,1.9949,2.0579,2.1204,2.1829,2.2829,2.4359,2.5889,,,,,,,,,,,,,,,,,0.92124,0.8698,1.1119,1.2076,0.88641,1.0388,0.92898,-0.25089,0.043958007,0.025953587,0.037072731,0.0035,0.013320947,0.032725868,0.033406429,0.008904122,
'11/09/2021 02:33:21.09',1.9235,2.0091,2.0814,2.1106,2.1831,2.3014,2.437,2.58,1.8816,1.9816,2.0446,2.1071,2.1696,2.2696,2.4226,2.5756,,,,,,,,,,,,,,,,,0.95704,0.84116,1.1166,1.2108,0.87448,0.9213,1.0238,-0.23547,0.041869546,0.027445345,0.036774379,0.0035,0.013519848,0.031731363,0.014411376,0.004428848,
'11/09/2021 02:33:21.14',1.9093,1.9933,2.0649,2.0961,2.1682,2.2848,2.4484,2.5764,1.8671,1.9671,2.0301,2.0926,2.1551,2.2551,2.4081,2.5611,,,,,,,,,,,,,,,,,0.94113,0.83002,1.1484,1.2045,0.85857,1.1031,0.92573,-0.21863,0.042167897,0.026152488,0.034785369,0.0035,0.013122046,0.029742352,0.040268516,0.015268956,
'11/09/2021 02:33:21.20',1.8994,1.9826,2.0533,2.0858,2.1567,2.2729,2.4072,2.5572,1.8568,1.9568,2.0198,2.0823,2.1448,2.2448,2.3978,2.5508,,,,,,,,,,,,,,,,,0.93317,0.8157,1.1675,1.1854,0.85459,0.91221,1.0692,-0.20611,0.04266515,0.025854136,0.033591962,0.0035,0.011928639,0.028151144,0.009438849,0.006417858,
'11/09/2021 02:33:21.26',1.8853,1.9672,2.0371,2.0728,2.1439,2.2577,2.4171,2.5506,1.8438,1.9438,2.0068,2.0693,2.1318,2.2318,2.3848,2.5378,,,,,,,,,,,,,,,,,0.92024,0.80297,1.2201,1.1869,0.83072,1.0764,0.96144,-0.20179,0.041471744,0.023367873,0.030310095,0.0035,0.01202809,0.025863781,0.032312473,0.012782693,
'11/09/2021 02:33:21.31',1.8752,1.9567,2.0211,2.0627,2.1327,2.2468,2.3829,2.5332,1.8337,1.9337,1.9967,2.0592,2.1217,2.2217,2.3747,2.5277,,,,,,,,,,,,,,,,,0.91627,0.71545,1.3139,1.171,0.83271,0.92455,1.0711,-0.20616,0.041471744,0.022970071,0.024442513,0.0035,0.011033585,0.025068177,0.008245443,0.005522804,
'11/09/2021 02:33:21.37',1.8624,1.9424,2.0063,2.0498,2.1173,2.2326,2.3947,2.5249,1.8208,1.9208,1.9838,2.0463,2.1088,2.2088,2.3618,2.5148,,,,,,,,,,,,,,,,,0.90135,0.7059,1.3442,1.1313,0.84564,1.0933,0.94034,-0.21635,0.041670645,0.021677214,0.022552953,0.0035,0.008547321,0.023874771,0.032909176,0.010147253,
'11/09/2021 02:33:21.43',1.8495,1.9313,2.0008,2.0377,2.1078,2.2208,2.3761,2.5166,1.8087,1.9087,1.9717,2.0342,2.0967,2.1967,2.3497,2.5027,,,,,,,,,,,,,,,,,0.91925,0.7966,1.2391,1.171,0.82276,1.0492,1.0075,-0.22762,0.04077559,0.022572269,0.029116688,0.0035,0.011033585,0.024073672,0.02634544,0.013876649,
'11/09/2021 02:33:21.48',1.8356,1.9182,1.989,2.0246,2.091,2.2081,2.372,2.509,1.7956,1.8956,1.9586,2.0211,2.0836,2.1836,2.3366,2.4896,,,,,,,,,,,,,,,,,0.92721,0.81729,1.2185,1.1138,0.86254,1.1057,0.98481,-0.23545,0.039979986,0.022572269,0.030409545,0.0035,0.007453365,0.024471474,0.035395439,0.019445879,
'11/09/2021 02:33:21.54',1.8211,1.9035,1.9756,2.0099,2.075,2.1922,2.3529,2.4938,1.7809,1.8809,1.9439,2.0064,2.0689,2.1689,2.3219,2.4749,,,,,,,,,,,,,,,,,0.92621,0.83638,1.1978,1.0931,0.86354,1.0849,1.0101,-0.23745,0.040178887,0.022671719,0.031702402,0.0035,0.006160508,0.023278067,0.031019616,0.018948626,
'11/09/2021 02:33:21.60',1.8105,1.8929,1.9643,1.997,2.0658,2.1816,2.3505,2.4888,1.768,1.868,1.931,1.9935,2.056,2.156,2.309,2.462,,,,,,,,,,,,,,,,,0.92522,0.82684,1.1723,1.1504,0.85061,1.1381,0.9926,-0.23406,0.042466249,0.024859631,0.033293611,0.0035,0.009740728,0.02556543,0.041461922,0.026705768,
'11/09/2021 02:33:21.65',1.7967,1.8796,1.9485,1.9825,2.0504,2.1673,2.3299,2.4727,1.7535,1.8535,1.9165,1.979,2.0415,2.1415,2.2945,2.4475,,,,,,,,,,,,,,,,,0.93019,0.78706,1.193,1.136,0.86155,1.0972,1.0225,-0.22791,0.043162403,0.026053037,0.032000754,0.0035,0.008845673,0.025764331,0.035395439,0.02521401,
'11/09/2021 02:33:21.71',1.7853,1.8696,1.9365,1.9719,2.0385,2.1547,2.3189,2.4637,1.7429,1.8429,1.9059,1.9684,2.0309,2.1309,2.2839,2.4369,,,,,,,,,,,,,,,,,0.94511,0.75364,1.2153,1.1169,0.85359,1.1076,1.0354,-0.22218,0.042366799,0.026749191,0.030608446,0.0035,0.007652266,0.02377532,0.034997637,0.026805218,
'11/09/2021 02:33:21.77',1.7673,1.8591,1.916,1.9584,2.022,2.1413,2.3074,2.4529,1.7294,1.8294,1.8924,1.9549,2.0174,2.1174,2.2704,2.4234,,,,,,,,,,,,,,,,,1.0197,0.59452,1.3267,1.0692,0.88542,1.1199,1.0397,-0.21883,0.037891524,0.029732707,0.023646909,0.0035,0.00466875,0.023974221,0.037086098,0.029540108,
'11/09/2021 02:33:21.82',1.7515,1.8452,1.9059,1.9448,2.0086,2.1269,2.295,2.4421,1.7158,1.8158,1.8788,1.9413,2.0038,2.1038,2.2568,2.4098,,,,,,,,,,,,,,,,,1.0376,0.65499,1.2726,1.0708,0.87547,1.1329,1.0504,-0.21761,0.035703613,0.029334905,0.027028227,0.0035,0.004768201,0.023079166,0.038180054,0.032274998,
'11/09/2021 02:33:21.88',1.7343,1.8335,1.8909,1.9345,1.9938,2.1141,2.2843,2.4322,1.7055,1.8055,1.8685,1.931,1.9935,2.0935,2.2465,2.3995,,,,,,,,,,,,,,,,,1.0933,0.60248,1.3458,0.99919,0.89536,1.1466,1.0556,-0.21626,0.028841526,0.028042048,0.022453502,0.0035,0.000292927,0.020592903,0.037782252,0.0326728,
'11/09/2021 02:33:21.94',1.7211,1.8227,1.8807,1.9226,1.9826,2.1019,2.2744,2.4221,1.6936,1.7936,1.8566,1.9191,1.9816,2.0816,2.2346,2.3876,,,,,,,,,,,,,,,,,1.1172,0.61202,1.3187,1.0119,0.88442,1.1621,1.0543,-0.21182,0.027548669,0.029136004,0.024144161,0.0035,0.001088531,0.020294551,0.039870713,0.03456236,
'11/09/2021 02:33:21.99',1.7029,1.8093,1.8677,1.909,1.9716,2.0911,2.2665,2.4142,1.68,1.78,1.843,1.9055,1.968,2.068,2.221,2.374,,,,,,,,,,,,,,,,,1.1649,0.61839,1.3108,1.0517,0.88741,1.1803,1.0543,-0.20236,0.022874494,0.029235454,0.024641414,0.0035,0.003574794,0.023079166,0.045439943,0.04013159,
'11/09/2021 02:33:22.05',1.6926,1.7947,1.8569,1.8986,1.9598,2.0788,2.2556,2.4045,1.6696,1.7696,1.8326,1.8951,1.9576,2.0576,2.2106,2.3636,,,,,,,,,,,,,,,,,1.1231,0.67885,1.3155,1.0294,0.88243,1.1901,1.0621,-0.18819,0.022973944,0.025157982,0.024343062,0.0035,0.002182487,0.021189606,0.045042141,0.040927194,
'11/09/2021 02:33:22.11',1.6779,1.7834,1.8446,1.8867,1.9503,2.0667,2.2474,2.3958,1.6577,1.7577,1.8207,1.8832,1.9457,2.0457,2.1987,2.3517,,,,,,,,,,,,,,,,,1.1559,0.66294,1.3219,1.0692,0.85658,1.2147,1.0588,-0.17197,0.02028878,0.025754686,0.02394526,0.0035,0.00466875,0.021090156,0.048721811,0.044109611,
'11/09/2021 02:33:22.16',1.6655,1.7871,1.831,1.8786,1.9395,2.0568,2.2382,2.3877,1.6496,1.7496,1.8126,1.8751,1.9376,2.0376,2.1906,2.3436,,,,,,,,,,,,,,,,,1.3171,0.38607,1.411,1.0246,0.86553,1.2199,1.066,-0.15756,0.015912956,0.037489849,0.01837603,0.0035,0.001884135,0.019200595,0.047627855,0.044109611,
'11/09/2021 02:33:22.22',1.6613,1.7735,1.8244,1.8689,1.9254,2.0444,2.2291,2.3797,1.6399,1.7399,1.8029,1.8654,1.9279,2.0279,2.1809,2.3339,,,,,,,,,,,,,,,,,1.2226,0.49905,1.3601,0.95463,0.88243,1.2413,1.0731,-0.14811,0.021482186,0.033611278,0.021558447,0.0035,-0.002491688,0.016515431,0.048224558,0.045800271,
'11/09/2021 02:33:22.27',1.6621,1.7605,1.8184,1.8606,1.9187,2.0339,2.2221,2.3725,1.6316,1.7316,1.7946,1.8571,1.9196,2.0196,2.1726,2.3256,,,,,,,,,,,,,,,,,1.0853,0.61043,1.3235,0.98009,0.84464,1.2641,1.0718,-0.14442,0.030532185,0.028937103,0.02384581,0.0035,-0.00090048,0.014327519,0.049517415,0.046894226,
'11/09/2021 02:33:22.33',1.6554,1.7504,1.8097,1.8528,1.9075,2.0236,2.2138,2.3654,1.6238,1.7238,1.7868,1.8493,1.9118,2.0118,2.1648,2.3178,,,,,,,,,,,,,,,,,1.0515,0.63271,1.3394,0.9244,0.85359,1.277,1.0802,-0.1443,0.03152669,0.02655029,0.022851304,0.0035,-0.004381249,0.011741805,0.048920712,0.04759038,
'11/09/2021 02:33:22.39',1.6494,1.7295,1.804,1.8467,1.8964,2.0142,2.2084,2.3586,1.6177,1.7177,1.7807,1.8432,1.9057,2.0057,2.1587,2.3117,,,,,,,,,,,,,,,,,0.90234,0.87616,1.3314,0.84643,0.8705,1.303,1.0705,-0.14336,0.031725591,0.011831611,0.023348557,0.0035,-0.009254325,0.008559388,0.049716316,0.046894226,
'11/09/2021 02:33:22.44',1.6484,1.7162,1.7963,1.8374,1.8878,2.0084,2.1996,2.3532,1.6084,1.7084,1.7714,1.8339,1.8964,1.9964,2.1494,2.3024,,,,,,,,,,,,,,,,,0.77902,0.96527,1.3076,0.85598,0.89835,1.2842,1.0926,-0.13703,0.039979986,0.007754139,0.024840315,0.0035,-0.008657622,0.011940706,0.050213569,0.050772797,
