dPddzcrit,WaveHeightsWbW,WavePeriodsWbW,HoverhWbW,dPddt_W,dPddz_WM,dPddz_W,,,,,,,S_W,hW,PercentLiq_Hh,,,,,PercentLiq_S,,,,dPddt_WO,dPddt_WN,dPddt_WON,S_WO
1.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44085,8.5752,14.4109,13.0734,32.716,0.69324,10.2663,23.6256,33.3333,NaN,NaN,NaN,NaN
2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2939,10.8839,17.1373,17.4312,31.4815,1.2132,13.9467,22.2883,39.3939,NaN,NaN,NaN,NaN
,0.50474,12.8483,0.33555,0.35987,1.2141,1.4987,1.7704,1.3755,1.2141,1.0699,1.1713,1.0305,0.056846,1.5042,,,,,,,,,,0.12342,2.9159,1,0.019474
,0.65617,13.3011,0.45692,0.52535,1.1966,1.4321,1.721,1.4566,1.1966,0.98935,1.1337,1.0192,0.083016,1.4361,,,,,,,,,,0.15498,3.3898,1,0.025028
,0.14017,7.8675,0.09006,0.13045,1.1077,1.3734,1.7019,1.218,1.1011,0.90084,1.1077,1.0104,0.0207,1.5564,,,,,,,,,,0.055973,2.3307,1,0.0086827
,0.61741,10.8107,0.40769,0.39916,1.2268,1.4957,1.7035,1.7335,1.2268,1.1226,1.1492,1.0309,0.063618,1.5144,,,,,,,,,,0.17942,2.2247,1,0.028216
,0.46612,14.3199,0.31858,0.33338,1.2768,1.628,1.7179,1.3882,1.1807,1.2768,1.157,1.0292,0.05322,1.4631,,,,,,,,,,0.10226,3.2601,1,0.016361
,0.90841,15.2256,0.61599,1.0732,1.2827,1.5236,1.729,2.362,1.2555,1.2827,1.233,1.064,0.17066,1.4747,,,,,,,,,,0.18744,5.7254,1,0.029871
,0.87257,13.0181,0.59427,0.41202,1.418,1.456,1.8006,2.012,1.1855,1.418,1.135,1.0227,0.065572,1.4683,,,,,,,,,,0.21057,1.9567,1,0.033631
,0.67811,13.2445,0.46518,0.57802,1.2809,1.445,1.8324,1.3612,1.2809,1.0699,1.1551,1.0292,0.091239,1.4577,,,,,,,,,,0.16085,3.5936,1,0.025782
,0.44874,7.3015,0.29379,0.31317,1.2221,1.4013,1.7576,1.2912,1.2221,0.96548,1.1473,1.0296,0.049342,1.5274,,,,,,,,,,0.19308,1.622,1,0.030234
,0.99041,23.3194,0.63121,1.3277,1.5085,1.633,1.7735,3.1688,1.4448,1.5085,1.2947,1.0786,0.20843,1.5691,,,,,,,,,,0.13343,9.9505,1,0.020614
,0.84839,16.7538,0.60022,1.2689,1.4719,1.6101,1.7624,1.9786,1.4719,1.1594,1.3174,1.0877,0.19795,1.4135,,,,,,,,,,0.15909,7.9764,1,0.025896
,0.57702,15.9614,0.36549,0.3229,1.195,1.441,1.7338,1.2991,1.195,1.0281,1.1148,1.0143,0.050931,1.5787,,,,,,,,,,0.11357,2.8432,1,0.017493
,0.63796,9.1127,0.40722,0.49205,1.2793,1.443,1.7497,1.6762,1.2793,1.1992,1.1583,1.0309,0.077673,1.5666,,,,,,,,,,0.21994,2.2372,1,0.034006
,0.69935,14.9426,0.481,0.68083,1.8188,1.6111,1.8292,1.8751,1.8188,1.6089,1.1726,1.0338,0.10682,1.454,,,,,,,,,,0.14703,4.6304,1,0.023599
,0.96681,14.6029,0.65649,1.2618,1.3258,1.4659,1.7115,1.907,1.3144,1.1912,1.3258,1.0851,0.1985,1.4727,,,,,,,,,,0.20799,6.0664,1,0.03317
,0.57716,13.1313,0.38306,0.52727,1.308,1.4818,1.7799,1.603,1.308,1.238,1.1849,1.0386,0.082849,1.5067,,,,,,,,,,0.13808,3.8185,1,0.021771
,0.51184,9.2259,0.32063,0.44595,1.3159,1.446,1.7306,1.6205,1.3159,1.226,1.1317,1.0244,0.070259,1.5963,,,,,,,,,,0.17429,2.5587,1,0.026697
,0.81138,12.8483,0.52413,0.71777,1.6388,1.5544,1.729,2.4241,1.4114,1.6388,1.144,1.0377,0.1129,1.5481,,,,,,,,,,0.19839,3.6179,1,0.030859
,0.76208,9.5655,0.53813,0.88881,1.2809,1.5604,1.7895,2.082,1.2809,1.2539,1.2193,1.0549,0.13894,1.4162,,,,,,,,,,0.25029,3.5511,1,0.040703
,0.29227,18.848,0.19229,0.16403,1.1622,1.3764,1.7067,1.2498,1.1489,0.93167,1.1622,1.0377,0.025656,1.52,,,,,,,,,,0.048716,3.3671,1,0.0076472
,0.24549,8.5467,0.15288,0.099063,1.1186,1.3754,1.6765,1.2514,1.1186,0.90879,1.098,1.0091,0.015628,1.6057,,,,,,,,,,0.090237,1.0978,1,0.013781
,0.6224,9.8485,0.43414,0.57605,1.2628,1.441,1.7847,1.8449,1.2014,1.2628,1.196,1.0506,0.090368,1.4336,,,,,,,,,,0.19854,2.9014,1,0.03209
,0.85849,14.8294,0.56194,0.88299,1.7432,1.455,1.7958,3.4854,1.3287,1.7432,1.2187,1.061,0.1386,1.5277,,,,,,,,,,0.18187,4.855,1,0.028476
,0.96399,15.452,0.62751,1.2858,1.769,1.5514,1.7863,2.3143,1.6708,1.769,1.257,1.0834,0.20221,1.5362,,,,,,,,,,0.19599,6.5606,1,0.030603
,0.91847,14.4897,0.61368,1.216,2.1708,1.7762,1.8913,2.1568,1.4671,2.1708,1.2116,1.0721,0.18963,1.4967,,,,,,,,,,0.19914,6.1064,1,0.031502
,0.86112,15.5652,0.55133,0.84903,1.7402,1.635,1.7465,2.7901,1.386,1.7402,1.1869,1.0403,0.13248,1.5619,,,,,,,,,,0.1738,4.885,1,0.026914
,0.85095,8.3769,0.5356,1.1603,1.4697,1.5315,1.764,2.3891,1.3812,1.4697,1.244,1.061,0.18072,1.5888,,,,,,,,,,0.31913,3.6359,1,0.048999
,0.34446,20.0366,0.23288,0.17788,1.2268,1.4013,1.8006,1.3087,1.2268,1.061,1.1181,1.0195,0.027789,1.4791,,,,,,,,,,0.054009,3.2936,1,0.0085944
,0.2528,10.1315,0.15851,0.16379,1.1266,1.3714,1.7465,1.202,1.1266,0.8899,1.12,1.0162,0.025623,1.5948,,,,,,,,,,0.07839,2.0895,1,0.012013
,0.30602,8.0373,0.19004,0.16395,1.1616,1.4182,1.7147,1.2705,1.1616,0.94957,1.1103,1.0104,0.025574,1.6103,,,,,,,,,,0.11962,1.3706,1,0.018243
,0.54246,10.3579,0.36883,0.30781,1.3006,1.4361,1.7879,1.6078,1.2841,1.3006,1.1142,1.0146,0.047721,1.4708,,,,,,,,,,0.16453,1.8708,1,0.026256
,0.68663,16.1878,0.44659,0.58819,1.599,1.454,1.7672,2.2443,1.5339,1.599,1.1434,1.0305,0.091382,1.5375,,,,,,,,,,0.13326,4.414,1,0.020798
,0.59033,11.5465,0.36733,0.48421,1.4637,1.4937,1.7831,1.6317,1.3971,1.4637,1.1304,1.0253,0.075015,1.6071,,,,,,,,,,0.16062,3.0146,1,0.02452
,0.44993,9.5655,0.29115,0.29462,1.2237,1.4281,1.7306,1.5187,1.2237,1.0381,1.1213,1.0214,0.045292,1.5453,,,,,,,,,,0.14777,1.9938,1,0.023005
,0.28266,16.301,0.17629,0.17957,1.152,1.4003,1.7131,1.3278,1.152,0.97443,1.0811,1.0065,0.027601,1.6034,,,,,,,,,,0.054476,3.2963,1,0.008326
,0.48136,12.6219,0.30116,0.30099,1.1457,1.4112,1.6781,1.4296,1.1457,0.99631,1.1044,1.0117,0.046409,1.5984,,,,,,,,,,0.11981,2.5122,1,0.01834
,0.49567,8.4901,0.31978,0.29674,1.1902,1.4301,1.7274,1.5251,1.1902,1.1544,1.1298,1.0279,0.045643,1.5501,,,,,,,,,,0.18341,1.6179,1,0.02851
,0.36442,16.6972,0.23329,0.10595,1.1377,1.3863,1.721,1.2275,1.1377,0.95454,1.0882,1.0098,0.016328,1.5621,,,,,,,,,,0.068566,1.5452,1,0.010617
,0.56396,11.6597,0.35934,0.52184,1.3444,1.5146,1.7449,1.6746,1.2507,1.3444,1.1609,1.036,0.080728,1.5694,,,,,,,,,,0.15195,3.4342,1,0.023474
,0.54736,11.8861,0.33909,0.48023,1.2427,1.4072,1.7354,1.751,1.2427,1.0818,1.172,1.0357,0.073891,1.6142,,,,,,,,,,0.14467,3.3195,1,0.022037
,0.48609,12.3389,0.31719,0.34108,1.1918,1.4251,1.7354,1.5012,1.1918,1.1127,1.0934,1.0136,0.052374,1.5325,,,,,,,,,,0.12376,2.7559,1,0.019348
,0.50958,7.3581,0.31169,0.36676,1.1775,1.456,1.6606,1.4519,1.1775,1.0808,1.1181,1.0214,0.056174,1.6349,,,,,,,,,,0.21757,1.6857,1,0.032931
,0.61,15.452,0.37894,0.52165,1.5133,1.4858,1.6924,1.6269,1.5133,1.3683,1.1278,1.0234,0.080646,1.6098,,,,,,,,,,0.12402,4.2061,1,0.018917
,0.99748,9.8485,0.6133,1.2524,1.961,1.6449,1.9852,2.7773,1.5769,1.961,1.2168,1.0818,0.19336,1.6264,,,,,,,,,,0.31819,3.936,1,0.048285
,0.9646,17.4896,0.63549,1.5257,1.4558,1.808,1.8308,1.463,1.2921,1.4558,1.1927,1.0961,0.23524,1.5179,,,,,,,,,,0.17327,8.8055,1,0.027217
,0.97054,15.9048,0.62974,1.1049,1.4814,1.982,1.8292,1.6142,1.4814,1.4528,1.1408,1.0714,0.17215,1.5412,,,,,,,,,,0.19171,5.7636,1,0.029885
,0.79136,11.8861,0.48844,0.51869,2.324,2.0099,1.7513,3.0431,1.2682,2.324,1.0934,1.0227,0.080428,1.6202,,,,,,,,,,0.20916,2.4798,1,0.031802
,0.74387,15.8482,0.48146,0.55123,1.5274,1.4808,1.791,2.2888,1.3223,1.5274,1.1499,1.0302,0.085163,1.545,,,,,,,,,,0.14746,3.7382,1,0.022959
,0.52859,11.9993,0.36099,0.33233,1.1775,1.44,1.7226,1.4932,1.1775,1.0709,1.1057,1.0201,0.051181,1.4643,,,,,,,,,,0.13839,2.4014,1,0.022133
,0.16652,7.3015,0.1011,0.092912,1.1393,1.3993,1.6749,1.2243,1.1393,0.96548,1.1233,1.0292,0.014365,1.6472,,,,,,,,,,0.071649,1.2968,1,0.010804
,0.5434,12.1691,0.33153,0.40555,1.4399,1.444,1.7545,1.7558,1.3844,1.4399,1.1044,1.0211,0.062222,1.639,,,,,,,,,,0.14029,2.8909,1,0.021206
,0.3039,10.5277,0.19345,0.12859,1.1425,1.4032,1.6749,1.3309,1.1425,0.99233,1.1116,1.0143,0.019698,1.5709,,,,,,,,,,0.090687,1.418,1,0.014003
,0.34078,10.2447,0.21663,0.1675,1.1409,1.4112,1.7449,1.4662,1.1409,1.0958,1.1174,1.0221,0.025626,1.5731,,,,,,,,,,0.1045,1.6028,1,0.016125
,0.73693,13.3011,0.46297,0.64957,1.3911,1.4868,1.7163,2.1377,1.2316,1.3911,1.1596,1.0354,0.099414,1.5918,,,,,,,,,,0.17406,3.732,1,0.026699
,0.55394,13.5841,0.34268,0.44216,1.3462,1.5484,1.729,1.6126,1.3462,1.2867,1.1369,1.0224,0.067692,1.6165,,,,,,,,,,0.12811,3.4514,1,0.0195
,0.47671,14.7727,0.29113,0.2805,1.2205,1.443,1.6797,1.3437,1.2205,1.0102,1.1142,1.0091,0.042679,1.6375,,,,,,,,,,0.10138,2.7669,1,0.015332
,0.32805,13.9803,0.20967,0.14998,1.1139,1.4013,1.6972,1.253,1.1139,0.93962,1.1032,1.012,0.022859,1.5646,,,,,,,,,,0.073718,2.0346,1,0.011406
,0.57963,8.9429,0.3491,0.41954,1.3032,1.5176,1.694,1.4503,1.3032,1.1853,1.1116,1.0156,0.064163,1.6603,,,,,,,,,,0.20362,2.0604,1,0.030582
,0.67035,13.0181,0.42315,0.56402,1.6189,1.5116,1.7481,1.942,1.343,1.6189,1.146,1.0309,0.086348,1.5842,,,,,,,,,,0.16177,3.4865,1,0.024874
,0.67753,8.2071,0.42798,0.6754,1.406,1.5574,1.7322,1.9054,1.2809,1.406,1.1642,1.0497,0.10315,1.5831,,,,,,,,,,0.25935,2.6042,1,0.039892
,0.64792,16.6972,0.40229,0.54522,1.3812,1.4659,1.7529,1.8178,1.3812,1.2062,1.1259,1.0481,0.083581,1.6106,,,,,,,,,,0.12191,4.4725,1,0.01859
,0.52161,7.9807,0.32502,0.34578,1.1457,1.4599,1.7115,1.463,1.1457,1.0749,1.0941,1.0234,0.052803,1.6048,,,,,,,,,,0.20533,1.684,1,0.031368
,0.18983,7.5845,0.11742,0.11786,1.1568,1.4112,1.6781,1.2291,1.1568,0.98537,1.0876,1.0182,0.017991,1.6167,,,,,,,,,,0.07863,1.4989,1,0.011968
,0.28213,11.8861,0.17576,0.15023,1.1155,1.3853,1.721,1.2418,1.1155,0.9794,1.0649,1.0149,0.022711,1.6052,,,,,,,,,,0.07457,2.0146,1,0.011391
,0.37599,13.1879,0.22911,0.19706,1.1584,1.4003,1.7274,1.2864,1.1584,0.99731,1.0785,1.0162,0.029925,1.6411,,,,,,,,,,0.089567,2.2002,1,0.013531
,0.76753,8.6599,0.4668,0.70199,1.597,1.6181,1.7704,2.3302,1.3207,1.597,1.1635,1.0506,0.10685,1.6442,,,,,,,,,,0.27844,2.5212,1,0.042024
,0.4838,15.5652,0.30421,0.17706,1.1759,1.4072,1.7481,1.4344,1.1759,1.1157,1.0739,1.0227,0.026889,1.5903,,,,,,,,,,0.097648,1.8133,1,0.014985
,0.79609,8.9995,0.48898,0.82889,1.5443,1.4639,1.7115,2.2109,1.4241,1.5443,1.1888,1.0623,0.12646,1.6281,,,,,,,,,,0.2779,2.9827,1,0.042151
,0.88426,12.6219,0.53941,0.96941,1.8566,1.6688,1.7783,2.2793,1.3812,1.8566,1.1843,1.0519,0.1475,1.6393,,,,,,,,,,0.22009,4.4046,1,0.033267
,0.70772,13.8105,0.45134,0.67946,1.5174,1.5942,1.799,1.8115,1.3939,1.5174,1.1888,1.0506,0.10336,1.568,,,,,,,,,,0.16099,4.2205,1,0.024881
,0.61621,13.3011,0.3743,0.50267,1.3525,1.4778,1.8038,1.5664,1.3525,1.2091,1.1363,1.0253,0.076481,1.6463,,,,,,,,,,0.14554,3.4538,1,0.021952
,0.26712,15.9048,0.16395,0.13802,1.1266,1.4042,1.764,1.28,1.1266,0.97244,1.12,1.0162,0.020921,1.6293,,,,,,,,,,0.052763,2.6158,1,0.0079998
,0.38615,25.8099,0.24002,0.20162,1.1265,1.3973,1.7831,1.2498,1.1139,0.91675,1.1265,1.0188,0.030528,1.6088,,,,,,,,,,0.047002,4.2896,1,0.0071715
,0.34707,10.5277,0.21256,0.21195,1.1345,1.4102,1.8022,1.2752,1.1345,0.95653,1.1044,1.0136,0.032057,1.6328,,,,,,,,,,0.10357,2.0464,1,0.015686
,0.31792,10.6975,0.18598,0.17112,1.1122,1.3973,1.7067,1.2959,1.0995,0.98239,1.1122,1.0114,0.025815,1.7094,,,,,,,,,,0.093364,1.8328,1,0.01382
,0.42314,12.3955,0.25852,0.16473,1.1505,1.4301,1.7433,1.35,1.1505,1.058,1.1103,1.0143,0.024912,1.6368,,,,,,,,,,0.10724,1.5361,1,0.016222
,0.89562,13.2445,0.54862,0.91866,1.6517,1.7125,1.7576,2.378,1.4671,1.6517,1.196,1.0455,0.13898,1.6325,,,,,,,,,,0.21244,4.3243,1,0.032178
,0.66438,14.7727,0.40089,0.50354,1.3275,1.4987,1.7354,1.5601,1.2873,1.3275,1.1213,1.0296,0.075991,1.6573,,,,,,,,,,0.14129,3.5639,1,0.02124
,0.70833,21.9044,0.43834,0.5824,1.2205,1.5057,1.7083,1.7224,1.2205,1.1505,1.1291,1.0344,0.087575,1.6159,,,,,,,,,,0.10159,5.7328,1,0.015466
,0.42565,14.9426,0.25248,0.26433,1.152,1.4092,1.7163,1.4964,1.152,1.1286,1.1337,1.0279,0.040148,1.6859,,,,,,,,,,0.089492,2.9537,1,0.013339
,0.576,12.2823,0.3616,0.45781,1.2449,1.4172,1.7226,1.7287,1.1982,1.2449,1.157,1.0409,0.069272,1.5929,,,,,,,,,,0.14733,3.1073,1,0.022591
,0.28919,16.9236,0.17625,0.18129,1.1107,1.4072,1.729,1.2991,1.1107,1.0739,1.0655,1.0091,0.027405,1.6409,,,,,,,,,,0.053684,3.377,1,0.0081107
,0.52285,14.0935,0.32716,0.43379,1.3462,1.4908,1.7338,1.5664,1.3462,1.2579,1.1843,1.0468,0.065416,1.5982,,,,,,,,,,0.11655,3.7219,1,0.017842
,0.44551,13.8671,0.2633,0.27128,1.16,1.4182,1.6892,1.4344,1.16,1.0301,1.1096,1.0169,0.041061,1.692,,,,,,,,,,0.10093,2.6878,1,0.015016
,0.97805,9.6787,0.60196,1.1586,1.7014,1.6479,1.6988,2.4814,1.3828,1.7014,1.2174,1.074,0.17521,1.6248,,,,,,,,,,0.31746,3.6497,1,0.0482
,1.0204,16.2444,0.62869,1.0964,2.1092,1.5146,1.7369,2.9651,1.4098,2.1092,1.159,1.0646,0.16576,1.623,,,,,,,,,,0.19733,5.5558,1,0.029977
,1.0374,14.9992,0.62841,1.1722,1.6964,1.5425,1.8276,3.016,1.3239,1.6964,1.2252,1.0653,0.17723,1.6508,,,,,,,,,,0.21729,5.3948,1,0.032729
,0.90904,13.3011,0.55931,0.89621,1.6338,1.5415,1.7624,1.934,1.2984,1.6338,1.1979,1.0688,0.13427,1.6253,,,,,,,,,,0.21471,4.1741,1,0.032593
,0.35019,20.6026,0.21186,0.18029,1.1886,1.439,1.7194,1.3055,1.1886,1.0918,1.0473,1.0169,0.027117,1.6529,,,,,,,,,,0.053398,3.3763,1,0.0080379
,0.30162,10.3579,0.17829,0.21799,1.2205,1.4371,1.6717,1.4089,1.2205,1.0858,1.0343,1.0072,0.032778,1.6918,,,,,,,,,,0.091484,2.3828,1,0.013612
,0.57913,15.6218,0.34315,0.43166,1.5542,1.451,1.7242,1.7988,1.2061,1.5542,1.0746,1.0214,0.065023,1.6877,,,,,,,,,,0.11646,3.7064,1,0.01735
,0.91406,10.8107,0.58203,1.0573,1.6945,1.5773,1.7592,2.1552,1.2412,1.6945,1.0369,1.0617,0.15911,1.5705,,,,,,,,,,0.26562,3.9806,1,0.04102
,0.40225,22.4138,0.24052,0.24306,1.1743,1.3893,1.7481,1.3087,1.1743,1.1047,1.083,1.0318,0.036611,1.6724,,,,,,,,,,0.056381,4.311,1,0.0084373
,0.53513,9.3957,0.32358,0.31975,1.2475,1.4619,1.7338,1.654,1.2475,1.1664,1.0986,1.0169,0.048031,1.6538,,,,,,,,,,0.17893,1.787,1,0.026927
,0.35902,18.6216,0.21715,0.18954,1.1839,1.3873,1.8372,1.3389,1.1839,0.99929,1.1032,1.0143,0.028418,1.6533,,,,,,,,,,0.060569,3.1293,1,0.0091163
,0.32764,15.0558,0.19389,0.14064,1.1584,1.4172,1.721,1.385,1.1584,1.0162,1.0902,1.002,0.02103,1.6898,,,,,,,,,,0.068367,2.0571,1,0.010178
,0.75887,13.7539,0.46576,0.67591,1.3961,1.5315,1.7799,1.9897,1.3621,1.3961,1.183,1.0416,0.10085,1.6293,,,,,,,,,,0.17334,3.8994,1,0.026281
,0.33128,7.4713,0.1899,0.20486,1.1616,1.3605,1.721,1.3087,1.1616,0.98637,1.1012,1.013,0.030565,1.7445,,,,,,,,,,0.1393,1.4706,1,0.020411
,0.21955,9.7919,0.12835,0.16273,1.1473,1.3764,1.7449,1.288,1.1473,0.9267,1.1324,1.0273,0.024286,1.7106,,,,,,,,,,0.07044,2.3102,1,0.010423
,0.36807,13.8105,0.21913,0.20608,1.1616,1.3913,1.7322,1.4566,1.1616,1.05,1.0759,1.0072,0.030664,1.6797,,,,,,,,,,0.083728,2.4612,1,0.012503
,0.53183,15.8482,0.32251,0.34146,1.1664,1.3943,1.7576,1.4073,1.1664,1.047,1.1174,1.0175,0.051053,1.6491,,,,,,,,,,0.10543,3.2389,1,0.015888
,0.63856,10.4145,0.36918,0.4878,1.2608,1.5107,1.7242,1.7335,1.2046,1.2608,1.1174,1.0227,0.072996,1.7297,,,,,,,,,,0.19262,2.5324,1,0.028345
,0.5017,15.9614,0.30843,0.32975,1.1807,1.4003,1.7306,1.428,1.1807,0.96946,1.1168,1.0227,0.049412,1.6266,,,,,,,,,,0.098747,3.3393,1,0.014984
,0.56189,12.8483,0.34042,0.3753,1.2571,1.4092,1.7465,1.5457,1.2571,0.99929,1.1531,1.0221,0.0565,1.6506,,,,,,,,,,0.13739,2.7316,1,0.020696
,0.83525,10.5843,0.50257,0.66107,1.4846,1.6161,1.7179,2.0008,1.3653,1.4846,1.1836,1.0448,0.099538,1.662,,,,,,,,,,0.24791,2.6665,1,0.037217
,0.62617,14.886,0.38603,0.41157,1.2237,1.4112,1.7926,1.7685,1.2237,1.2002,1.1544,1.0318,0.061917,1.6221,,,,,,,,,,0.13215,3.1144,1,0.020081
,0.51524,10.5277,0.3115,0.37108,1.1966,1.4112,1.7385,1.5633,1.1966,1.057,1.1324,1.024,0.055957,1.6541,,,,,,,,,,0.15375,2.4135,1,0.023136
,0.56447,19.9234,0.34066,0.32035,1.1389,1.3963,1.7529,1.4264,1.1266,1.0281,1.1389,1.0357,0.04808,1.657,,,,,,,,,,0.089007,3.5992,1,0.013382
,0.25359,13.1313,0.15024,0.192,1.122,1.4082,1.7099,1.3421,1.1218,0.95951,1.122,1.0221,0.028573,1.6879,,,,,,,,,,0.060669,3.1647,1,0.0090374
,0.24988,9.9617,0.14642,0.1608,1.1457,1.4092,1.6892,1.3293,1.1457,0.93067,1.1181,1.0201,0.023917,1.7066,,,,,,,,,,0.078804,2.0405,1,0.011674
,0.45445,10.8673,0.26157,0.25663,1.109,1.4122,1.756,1.4009,1.0932,0.95355,1.109,1.0188,0.038167,1.7374,,,,,,,,,,0.13137,1.9534,1,0.019289
,0.67381,11.5465,0.39384,0.46315,1.3305,1.4878,1.8054,1.9499,1.1552,1.3305,1.1129,1.0201,0.068654,1.7109,,,,,,,,,,0.18333,2.5263,1,0.027125
,0.89672,11.0937,0.54338,0.91435,1.3621,1.8667,1.8006,2.0406,1.3621,1.3613,1.1531,1.0565,0.1358,1.6502,,,,,,,,,,0.25394,3.6007,1,0.038256
,0.6503,14.4331,0.38172,0.30741,1.1552,1.5644,1.8006,1.5585,1.1552,1.0729,1.146,1.0338,0.045805,1.7036,,,,,,,,,,0.14155,2.1718,1,0.020988
,0.58918,12.0559,0.3487,0.41322,1.1632,1.4967,1.7433,1.471,1.1632,1.0311,1.1564,1.0292,0.061472,1.6897,,,,,,,,,,0.15353,2.6914,1,0.022858
,0.52068,34.4131,0.30209,0.45363,1.5005,1.441,1.7258,1.9467,1.5005,1.238,1.1473,1.0266,0.067334,1.7236,,,,,,,,,,0.047533,9.5435,1,0.0070069
,0.74297,13.9237,0.44387,0.54915,1.3991,1.4639,1.7306,2.109,1.1791,1.3991,1.1421,1.0253,0.081326,1.6739,,,,,,,,,,0.16764,3.2759,1,0.025076
,0.41876,16.9236,0.24552,0.28688,1.2205,1.441,1.7099,1.7192,1.2205,1.0689,1.1473,1.0286,0.042544,1.7056,,,,,,,,,,0.077737,3.6904,1,0.011519
,0.66444,13.2445,0.3897,0.575,1.2788,1.4788,1.7115,1.9579,1.2284,1.2788,1.1785,1.037,0.085085,1.705,,,,,,,,,,0.1576,3.6484,1,0.023359
,0.84484,13.5841,0.50257,0.73607,1.5294,1.5236,1.7115,2.6278,1.3064,1.5294,1.1908,1.0494,0.1092,1.681,,,,,,,,,,0.19539,3.7673,1,0.029164
,0.83408,13.6407,0.48669,0.62855,1.2793,1.4569,1.7258,1.8019,1.2793,1.2648,1.1408,1.026,0.093066,1.7138,,,,,,,,,,0.1921,3.272,1,0.028398
,0.69559,15.3954,0.41461,0.44338,1.2905,1.4182,1.7035,1.7001,1.2905,1.0789,1.1551,1.0312,0.065386,1.6777,,,,,,,,,,0.14194,3.1236,1,0.021208
,0.39204,8.2071,0.22219,0.31132,1.125,1.3794,1.6924,1.533,1.125,1.0112,1.1142,1.0162,0.045933,1.7645,,,,,,,,,,0.15007,2.0745,1,0.021864
,0.40829,15.0558,0.23432,0.28914,1.1304,1.4351,1.7338,1.5155,1.1139,0.99929,1.1304,1.0234,0.042914,1.7425,,,,,,,,,,0.085194,3.3939,1,0.01249
,0.40521,9.2259,0.24193,0.26352,1.1505,1.4202,1.7369,1.5521,1.1505,1.1037,1.1122,1.0195,0.039053,1.6749,,,,,,,,,,0.13798,1.9098,1,0.020634
,0.45103,19.7536,0.26439,0.24067,1.1123,1.4132,1.7258,1.3946,1.1123,0.99532,1.1051,1.0162,0.035774,1.7059,,,,,,,,,,0.071732,3.3552,1,0.010629
,0.53409,12.4521,0.31166,0.39251,1.2002,1.4778,1.6956,1.6062,1.168,1.2002,1.12,1.0221,0.058411,1.7137,,,,,,,,,,0.13475,2.9129,1,0.019921
,0.47448,14.1501,0.28846,0.20538,1.1282,1.4162,1.6844,1.506,1.1282,1.1246,1.1032,1.0172,0.030444,1.6449,,,,,,,,,,0.10534,1.9497,1,0.015896
,0.2843,19.8668,0.16516,0.1394,1.1077,1.3774,1.6908,1.4089,1.0948,0.94957,1.1077,1.0146,0.020713,1.7214,,,,,,,,,,0.044957,3.1006,1,0.0066314
,0.51279,10.7541,0.30529,0.42319,1.2014,1.442,1.8054,1.5903,1.2014,1.1176,1.1096,1.0156,0.062563,1.6797,,,,,,,,,,0.1498,2.825,1,0.022369
,0.55799,14.7161,0.32379,0.34787,1.2523,1.4192,1.7226,1.9149,1.2523,1.2071,1.1687,1.0377,0.051557,1.7233,,,,,,,,,,0.11912,2.9204,1,0.017561
,0.42907,14.2067,0.24772,0.20079,1.2061,1.3913,1.6956,1.5346,1.2061,1.0013,1.1155,1.0195,0.029607,1.7321,,,,,,,,,,0.094882,2.1162,1,0.013952
,0.55973,14.4331,0.33543,0.31555,1.152,1.442,1.6828,1.6667,1.152,1.0401,1.1291,1.0273,0.046183,1.6687,,,,,,,,,,0.12183,2.59,1,0.018253
,0.59732,15.735,0.3386,0.42044,1.1421,1.3843,1.6669,1.4566,1.1393,1.0132,1.1421,1.0253,0.061631,1.7641,,,,,,,,,,0.11926,3.5254,1,0.017377
,0.4337,7.9807,0.23825,0.31686,1.1536,1.4251,1.6622,1.4901,1.1536,0.97742,1.1148,1.0159,0.046393,1.8204,,,,,,,,,,0.17073,1.856,1,0.024489
,0.38673,15.2256,0.22517,0.21782,1.1616,1.3933,1.694,1.5282,1.1616,1.0162,1.1453,1.026,0.031861,1.7175,,,,,,,,,,0.079797,2.7296,1,0.011784
,0.64127,11.9427,0.3597,0.50523,1.168,1.4261,1.6447,1.5967,1.168,1.0808,1.1655,1.0299,0.074387,1.7828,,,,,,,,,,0.16869,2.995,1,0.02445
,0.79358,11.4899,0.47547,0.65925,1.2889,1.5594,1.6335,2.0995,1.2889,1.1863,1.1622,1.0568,0.097461,1.669,,,,,,,,,,0.21698,3.0383,1,0.032504
,0.45884,13.7539,0.27214,0.33796,1.1823,1.3714,1.6653,1.4089,1.1823,1.1316,1.1453,1.0273,0.050015,1.6861,,,,,,,,,,0.10481,3.2246,1,0.015621
,0.1045,8.2637,0.058988,0.098627,1.1505,1.3744,1.6447,1.3246,1.0852,0.90084,1.1505,1.0309,0.014594,1.7715,,,,,,,,,,0.039727,2.4826,1,0.0057764
,0.35665,12.7917,0.20898,0.14606,1.1696,1.4003,1.7004,1.3994,1.1696,1.1365,1.0843,1.0162,0.021642,1.7066,,,,,,,,,,0.087591,1.6675,1,0.012976
,0.86163,13.0181,0.50216,0.76112,1.8735,1.5335,1.8738,2.4989,1.3971,1.8735,1.1862,1.0422,0.11245,1.7158,,,,,,,,,,0.20793,3.6604,1,0.030721
